"activity" "subject" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()"
"1" "8" -2.97198820833333 3.80782052708333 -0.73133229375 -9.74752050208333 -9.56781505625 -9.56640104791667 -2.6926356125 2.38424556458333 -4.75674647916667 -3.09568330625 -2.119972775 -0.372329195833333 -3.7019991125 -4.28055700208333 -3.88446971666667 -2.22322086875 -2.22322086875 -2.11925078541667 -2.48068112708333 -5.02957255416667 -2.12523218958333 3.2484493125 -1.72717850208333 -2.86129241041667 3.18112315416667 -4.37990385625 -3.04748438333333 -2.24544363125 -0.563524 -3.60818978541667 -2.98157063125 -3.11179207708333 -5.81240190833333 2.7468631 -2.28875749166667 -3.34775855833333 9.13586347916667 -2.17102194583333 -2.75109853958333 0.604967045833333 -0.305619227083333 0.102976725 -0.251715764583333 -2.6833258875 1.58253712083333 -1.34699580416667 -0.506101379166667 -1.04338987708333 -0.809168020833333 -0.809168020833333 -0.760545252083333 -0.04627735 -3.39129269583333 -2.47389011875 3.16982393333333 -3.58565892916667 -3.11198711041667 1.83154452291667 -4.14377821458333 -1.20042458958333 -2.78449878333333 -0.923858429166667 -2.49535085 -2.41814916041667 -3.11068000833333 -4.73026230833333
"2" "8" -2.87631698292683 3.48768733170732 1.61619595365854 -9.26673287804878 -9.31032068536585 -8.76168930487805 -2.73689561219512 -0.413884507317073 -4.61890407073171 -4.05811351219512 -0.127125870731707 3.05527577560976 -4.0507069195122 -4.24675673414634 -4.30366658780488 -2.82959603414634 -2.82959603414634 -2.77217117560976 -1.74811506097561 -4.93975031707317 -2.82666722439024 3.0540146 1.30636400487805 -2.64083540487805 -1.48531323902439 -5.08248316829268 -4.37091507560976 -0.191816104878049 2.61730867317073 -4.09282851707317 -3.96872036585366 -3.18140841463415 -5.75733290731707 2.76528606341463 -2.64932664878049 -3.58903229512195 8.60368718780488 -2.91341491707317 -2.42192240731707 0.491066856097561 -0.0237933487804878 -0.731697895121951 2.58408849512195 -2.08857894146341 -0.543759082926829 -2.87705121707317 0.299997119512195 -0.919276812195122 3.25750058780488 3.25750058780488 -2.6166889 2.96509963414634 -4.00664014146341 -2.02864845365854 2.66000997560976 -1.34747119512195 -2.20213064390244 -0.863295504878049 -3.9094071902439 -3.45661541707317 -1.32736176829268 0.0204860731707318 -2.1659110804878 -2.13518432195122 -2.74460904390244 -4.6327057804878
"3" "8" 0.273946715789474 3.96002834736842 2.17255503947368 -9.45766561578947 -9.41580934473684 -8.97190012631579 3.16100117894737 3.18897973421053 0.784080876315789 -3.44135835 -0.0753388052631579 -1.71162840789474 -2.4495051 -1.44350124210526 -2.32284928684211 1.95238226052632 1.95238226052632 3.49483059473684 -1.21532223157895 -2.8012403 -1.22623767894737 3.67810664210526 -0.0258270921052632 1.85619977631579 3.0220635 -1.00206967894737 -3.17933196578947 -2.34571793157895 -3.03063001315789 -2.05183189210526 2.54987877631579 -2.55590314210526 -2.87536003421053 2.83484089210526 -1.93974588157895 -3.32172595263158 9.14023498421053 -1.87610243421053 -1.13800965 1.78512010263158 -0.871122131578947 0.545179731578947 -1.53865363947368 -0.705643078947368 2.23500572631579 -1.44266400263158 -1.22173773947368 -1.76888595 2.30940193947368 2.30940193947368 2.93652710526316 1.72183179473684 -2.63302579736842 2.96305495789474 4.22464232631579 2.31213897894737 2.53163181842105 3.10570295263158 0.999052134210526 -1.53008275789474 1.87007826842105 0.786675957894737 3.28802171578947 3.87834166842105 0.944983613157895 -2.44934965
"4" "8" -9.79026152391304 -9.09989124782609 -9.39553030217391 -9.66757967173913 -9.34702761086957 -9.49112135434783 -9.85188753695652 -9.80784606086957 -9.85285807173913 -9.84524052826087 -9.7150069673913 -9.59623548478261 -9.93264647391304 -9.8887627673913 -9.85241405434783 -9.39775127391304 -9.39775127391304 -9.80667377391304 -9.53001632173913 -9.86756670869565 -9.78256730652174 -9.23829969347826 -9.33889846521739 -9.86913610652174 -9.83038783478261 -9.86185349347826 -9.85339301521739 -9.68924433260869 -9.62632253913043 -9.44810165 -9.7932021173913 -9.53251156521739 -9.66582045217391 2.73781857608696 -2.01733889347826 -2.66987748695652 8.32453878043478 4.05204551521739 3.49508535434783 7.27204399347826 1.97603499565217 -0.246680536956522 -3.24062836304348 -5.18469673478261 4.62648047826087 -7.17169017173913 -4.02673770652174 -4.51275823478261 -9.52139704347826 -9.52139704347826 -9.86061512173913 -9.3268224326087 -9.91807428043478 -9.81142909782609 -9.4421971826087 -9.59436275869565 -9.84977270652174 -9.80221104565217 -9.82995311086957 -9.82200309782609 -9.7658989 -9.61798676956522 -9.47981783478261 -9.80932292391304 -9.65806789347826 -9.87730604130435
"5" "8" -9.88815418148148 -9.38479429074074 -9.26065255185185 -9.87690217222222 -9.58904114074074 -9.18293913703704 -9.89198879814815 -9.59775474074074 -9.65944232592593 -9.72990379814815 -9.69421045555556 -9.74118322407407 -9.81573085740741 -9.85508765185185 -9.89270900740741 -9.31317187222222 -9.31317187222222 -9.79932239074074 -9.5322478962963 -9.82460332222222 -9.8918374962963 -9.36231722777778 -9.19744963888889 -9.90414086851852 -9.61915063333333 -9.84465744444444 -9.74200997592593 -9.68055495925926 -9.75976456111111 -9.24226017222222 -9.79135440925926 -9.54119826296296 -9.81832336296296 2.79620986111111 -1.69266338148148 -2.88003047037037 9.57669921111111 -3.38618854814815 -2.43864593148148 7.30774771851852 1.89398147962963 -0.243137651851852 -2.13882572037037 -5.28373514814815 6.07622071666667 -6.81381076666667 -4.41057687592593 -4.94657256666667 -9.53762884074074 -9.53762884074074 -9.84920797777778 -9.52848496851852 -9.87580587777778 -9.88219862222222 -9.33382433333333 -9.50362935555555 -9.89029238518519 -9.59511008333333 -9.79477193333333 -9.69677435925926 -9.72595487037037 -9.75512276666667 -9.53746070740741 -9.79745872037037 -9.64564224074074 -9.83709233333333
"6" "8" -9.4304121537037 -9.3489116 -9.45751295740741 -9.3524823 -9.57990036481482 -9.48788338703704 -9.73253042222222 -9.76520952037037 -9.6608757462963 -9.65204017592593 -9.52039385740741 -9.6758975462963 -9.69924077407407 -9.74186451851852 -9.87601203703704 -9.1325033 -9.1325033 -9.62954517222222 -9.32470764444444 -9.69029111666667 -9.40125298333333 -9.37568632962963 -9.45948881851852 -9.75959911481482 -9.79170881666667 -9.68699222962963 -9.67846360740741 -9.50316470925926 -9.70671966481481 -9.09349005925926 -9.63791094259259 -9.3678697 -9.71793279814815 2.57711442407407 -1.83696261481481 -1.81185751111111 -4.05930036111111 5.89922434814815 7.19831539259259 7.04862474259259 2.2875865037037 -0.808314727777778 -1.62524089814815 -5.52299210925926 7.02062322037037 -5.79160773148148 -3.54276815555556 -5.13433095925926 -9.35308633888889 -9.35308633888889 -9.7314748962963 -9.24253348518519 -9.78438191296296 -9.53538563888889 -9.51816663703704 -9.44269514074074 -9.73110596111111 -9.75877437407407 -9.62111136666667 -9.57903886111111 -9.57411160185185 -9.67461239074074 -9.25714735185185 -9.61792852407407 -9.44528950555556 -9.68403945925926
"1" "9" -2.38353562692308 -2.82750855769231 -3.39155639230769 -9.80971973653846 -9.71242423076923 -9.55523995576923 -3.35298638076923 -2.76929933846154 -4.09764526153846 -4.76163506730769 -4.67054167884615 -2.65683521346154 -5.26985309038462 -5.49200228076923 -4.57881494038462 -3.7942877 -3.7942877 -3.17113487115385 -4.89725811538462 -5.99866472692308 -2.34746533846154 -2.81557798076923 -1.55482532115385 -2.48692305576923 -2.80685775384615 -4.19104362884615 -5.07404512692308 -4.90990336346154 -3.42367223269231 -5.13891953269231 -3.22337536730769 -5.62714528653846 -6.24351923653846 2.78502842115385 -2.41819533269231 -3.36058347692308 9.51867079615385 -2.71314954807692 -0.472386301923077 2.15258869038462 -0.724217226923077 -1.36265162307692 -1.07407270961538 -2.78558522307692 3.21822166538462 -0.683344032692308 -0.710051475 -0.741734836538462 -4.06368438269231 -4.06368438269231 -2.64708106153846 -3.17702324230769 -5.10253995769231 -2.94711163653846 -2.57677616153846 -2.74280651538462 -3.14265401346154 -3.67706595 -3.99541245192308 -3.83676120961538 -4.36905860576923 -3.25677740769231 -3.33624793076923 -3.16870715576923 -5.13797480384615 -6.02581618269231
"2" "9" -3.6144437755102 -3.20316892244898 -3.7363984122449 -9.54383557142857 -9.01317321632653 -8.9407107877551 -3.35291644693878 -5.86147012244898 -6.47296002040816 -3.40925189183673 -4.00859067959184 -1.77101350408163 -6.60419534285714 -7.08604774693878 -6.5711420122449 -4.00222037142857 -4.00222037142857 -4.45485397959184 -4.25839761428571 -7.48651255510204 -3.69815777346939 -3.08746587959184 -3.72211710612245 -3.27421989591837 -5.90112916530612 -6.77831082857143 -3.49936214285714 -4.40377383469388 -2.21408744285714 -5.09929461428571 -4.84935752040816 -4.42395907346939 -7.87781590816327 2.62436475714286 -2.41685847142857 -3.25740764285714 9.02647777755102 2.03414013877551 -2.84291059183673 1.15782215102041 0.0219629918367347 0.611180751020408 -0.705464148979592 -0.505182573469388 1.42148305102041 -0.735609032653061 -0.782511897959184 -1.08709462857143 -2.60727581428571 -2.60727581428571 -4.40667540204082 -1.2790653122449 -6.72840561836735 -3.42735952653061 -4.05022798163265 -3.9987199 -4.02044750408163 -6.08498592040816 -6.15125710612245 -3.37120865918367 -4.99159202857143 -3.44226324081633 -3.72890348979592 -4.19533108571429 -5.31482693877551 -7.34159449387755
"3" "9" 2.4831458547619 -2.28360964047619 -0.253017771428571 -9.52141220714286 -9.36306558809524 -8.76641297380952 1.21660058333333 -3.1584979 -3.89459736904762 -4.09912272380952 -3.62052164285714 -3.12871622619048 -5.09669314047619 -4.48602451190476 -4.17239550952381 2.86081723809524 2.86081723809524 0.406563230952381 -3.22331464761905 -4.55855425238095 3.19093804047619 -2.89872763571429 0.460296114285714 0.0691732928571428 -3.64298800714286 -4.25377408333333 -4.44810040238095 -3.64282565714286 -3.77024759285714 2.23474941190476 1.37665554047619 -4.24170737142857 -4.85158906904762 2.95923445 -2.97004312619048 -2.42267953095238 9.38417773333333 -3.75350428333333 0.324936202380952 1.13033431666667 0.0690388976190476 0.726954861904762 -1.14381087142857 -2.06310454285714 2.92497619761905 -0.528731490476191 -1.87699658333333 -0.797528478571429 1.51592391428571 1.51592391428571 -2.99928788333333 -2.5711138547619 -4.69028434047619 2.46331856904762 -1.76862761428571 -0.305799228571429 -1.46326694761905 -3.35605173095238 -2.96325583809524 -3.49649777619048 -3.67056570952381 -2.84076249047619 2.85047995 0.225573135714286 -3.47540226666667 -4.63172053809524
"4" "9" -9.572277914 -8.75141405 -8.553507462 -9.552804062 -9.4645197 -9.133864014 -9.645358564 -9.567775448 -9.618894376 -9.590200492 -9.191882264 -9.301768338 -9.645323452 -9.719274472 -9.687388914 -8.637564342 -8.637564342 -9.517802432 -9.066063206 -9.663610734 -9.56903459 -8.728683804 -8.331153158 -9.666604036 -9.585229866 -9.649413418 -9.618360162 -9.10583361 -9.341874784 -8.691725114 -9.493949814 -9.064712292 -9.659970148 2.432350884 -2.561506856 -2.20914323 9.163245106 0.0603767860000001 0.779021304 6.313894428 1.747151136 -0.453477742 -2.745398942 -3.468604252 4.885424904 -6.012970594 -3.455337836 -4.79337462 -8.933617176 -8.933617176 -9.64383757 -9.032355368 -9.733641366 -9.59413594 -9.11683219 -8.922013438 -9.655962396 -9.580073906 -9.575269752 -9.50315237 -9.396930078 -9.40312313 -8.977181972 -9.530504408 -9.344377378 -9.683155878
"5" "9" -9.75741252444444 -9.38635759333333 -9.19295805777778 -9.89103160444444 -9.72573867555556 -9.32245295111111 -9.69973398888889 -9.63849332888889 -9.70584264666667 -9.21990612 -9.46046640444444 -9.39889737333333 -9.49105691555556 -9.75036530444445 -9.69726483555556 -9.36105010444444 -9.36105010444444 -9.63764177777778 -9.08291403111111 -9.65287050888889 -9.77579248444444 -9.38790016888889 -9.13896832222222 -9.71278823333333 -9.68234579555556 -9.72588748666667 -9.24738576444445 -9.41950576888889 -9.44942811777778 -9.40265546444444 -9.63593159555556 -9.10909659555556 -9.64770799111111 2.82310057333333 -2.30440290222222 -2.71632415333333 9.61323502222222 -1.28300216 -0.108362464444444 7.16772519555556 2.02813614666667 -0.18380476 -3.07147944 -6.36896986 6.67128488222222 -4.37221202 -3.89492977333333 -4.84884258888889 -9.45167482444444 -9.45167482444444 -9.69524578888889 -9.21030223111111 -9.69824044222222 -9.71662692 -9.44849431777778 -9.41686874222222 -9.71313768666667 -9.62624298888889 -9.67129200444444 -9.16974437555556 -9.54514301555556 -9.41510336 -9.46330171777778 -9.63242884 -9.29769067777778 -9.67491628
"6" "9" -9.4233309 -9.162927764 -9.407072854 -9.218210626 -9.699944882 -9.712046902 -9.647404702 -9.639966798 -9.58562455 -9.422465098 -9.266185314 -9.615953704 -9.45329035 -9.621702422 -9.770761602 -9.007476258 -9.007476258 -9.550268052 -8.985578738 -9.528015598 -9.409810272 -9.128367508 -9.419711636 -9.686013042 -9.66634136 -9.597147176 -9.463891504 -9.231319366 -9.65686312 -9.053725422 -9.550947122 -9.034005814 -9.522904702 2.591955368 -2.077328218 -1.611414692 -5.802528348 -1.191541962 9.578730416 6.89388819 2.231599704 -1.175613288 -1.773183358 -5.748703894 5.90512848 -5.1880482 -2.611672318 -5.425250602 -9.308684376 -9.308684376 -9.633745492 -9.071250998 -9.64524819 -9.46865494 -9.343665984 -9.459190006 -9.64304065 -9.640828062 -9.55909215 -9.30297921 -9.345796594 -9.598150092 -9.266042952 -9.543205856 -9.186053356 -9.558062546
"1" "10" -2.61835925471698 0.287541820754717 -3.95645072075472 -9.74435158113208 -9.71114719811321 -9.57862728301887 -1.17960707169811 0.369421577358491 -5.11662905849057 -4.14205475283019 -2.50853318679245 -2.23425753207547 -3.66063723207547 -5.09683327924528 -3.29079492641509 -2.57755908490566 -2.57755908490566 1.47360963962264 -4.02025135660377 -5.01027916603774 -2.76742816226415 -1.65599568301887 -4.35304215660377 -0.743339822641509 0.20541178490566 -5.58512650188679 -4.58292932830189 -2.86521094528302 -2.73292866226415 -3.70471943962264 1.75507663962264 -4.99759796981132 -5.17675799056604 2.78574076603774 -2.7710654754717 -3.3488595754717 9.63092149811321 1.34748673584906 5.29576799433962 1.5764833490566 0.575890860377358 -0.277094781132076 -1.37431849056604 -2.63587140188679 2.98152165471698 -0.955395701886792 -0.613049975471698 -0.181634432075472 -3.24679785660377 -3.24679785660377 -2.86503643584906 -2.12302344528302 -4.40363636603774 -1.90718476603774 -0.212788718867925 -4.1218272245283 -1.9237228509434 0.178388967924528 -4.64020508867925 -2.77913780754717 -3.45209034528302 -2.93298657924528 -2.84192033962264 0.717887286792453 -4.12616909622642 -5.15065335849057
"2" "10" -1.74300871914894 -0.644921442553192 -0.76149654893617 -9.59216072340426 -9.37039417446809 -8.64745838297872 -2.79618474255319 -3.11075564255319 -6.07520480212766 -3.95527964893617 0.367988978723404 -3.81402621489362 -4.27291343617021 -6.0462905787234 -4.82244799361702 -2.7191031212766 -2.7191031212766 -2.7261741 -1.61257122765957 -6.18272355319149 -1.90297116595745 -1.04999166595745 -0.384779004255319 -2.34310122978723 -3.53495963404255 -6.62894135319149 -3.90520466382979 3.44445850212766 -4.03822082765957 -3.61437534680851 -3.34365043829787 -2.16456895531915 -6.7129056212766 2.67121853404255 -1.32093518510638 -2.23722124680851 9.31861027446809 -0.565670278723404 2.05088365744681 0.437036327659574 0.442835168085106 -0.604797231914894 0.340099444680851 -1.36991004255319 3.17301945957447 -2.05870348085106 -0.00665048723404257 -0.274065953191489 -1.51909528297872 -1.51909528297872 -3.01326419361702 0.418303189361702 -5.23462968510638 -2.2953990212766 -1.1226791106383 -3.55544327446809 -2.40164765106383 -2.64904301702128 -5.53230667234043 -3.12825388723404 -2.53932445744681 -3.4652228212766 -2.46571049787234 -1.94154042553191 -3.04352690212766 -6.00582998297872
"3" "10" 2.95733547631579 1.08948841842105 -2.27895343157895 -9.39267613157895 -9.37003823684211 -9.02085224736842 2.96697763947368 -2.34502837894737 -3.48706895526316 -2.96714055789474 -3.11407525263158 -0.368236565789474 -4.16986139210526 -4.71650977631579 -3.10295185789474 2.70646448157895 2.70646448157895 2.54060177631579 -2.86335041052632 -4.94105756315789 3.24957743157895 -0.464774663157895 -2.68686170263158 2.91390047631579 -2.58445733684211 -3.96147929736842 -3.42396631842105 -3.43237004473684 -1.59038222631579 -2.16320058684211 0.0754828236842105 -3.56435292631579 -5.44988519210526 3.11313043157895 -2.02985189210526 -2.86552402105263 9.39807421052632 1.32665031052632 4.19560166315789 1.76168136842105 -0.129618689473684 -0.120959592105263 -1.51363779210526 -0.774016107894737 3.19482738421053 -0.469884434210526 -0.206032928947368 -0.149393865789474 2.73549241052632 2.73549241052632 1.26204818157895 -0.483689878947368 -4.01854311315789 2.98930968684211 0.749115939473684 -2.17352407105263 2.66084125 -2.15358013947368 -2.62729752894737 -2.74371250263158 -2.83633293947368 -0.218872739473684 2.55959766052632 2.82061460526316 -3.25071973421053 -4.84196484736842
"4" "10" -9.82901825925926 -9.29283581296296 -9.67826981666667 -9.73128354074074 -9.35690006481481 -9.66898520555556 -9.88946414074074 -9.80756789814815 -9.88255803703704 -9.88873097222222 -9.84373304814815 -9.60445962037037 -9.75659990555556 -9.92584494814815 -9.90259813148148 -9.39669591481482 -9.39669591481482 -9.85209856296296 -9.63064577592593 -9.91696196481482 -9.82242427777778 -9.30169998518519 -9.66121042592593 -9.89550917407407 -9.82045591111111 -9.8911086 -9.89712360740741 -9.83579646666667 -9.62418559814815 -9.41511952777778 -9.66600074814815 -9.62459956111111 -9.91409100925926 2.70612056481481 -2.17914797037037 -1.89118807962963 7.75220531481482 -0.41260775 3.33243828703704 7.07560971851852 2.61784488703704 -1.25376073333333 -2.87455820185185 -5.43557023888889 5.32315331111111 -8.46999988148148 -4.11216540925926 -4.83516216296296 -9.6075719962963 -9.6075719962963 -9.88054237592593 -9.44202043703704 -9.93707487592593 -9.84943144259259 -9.404502 -9.7464465462963 -9.89365013888889 -9.80962856111111 -9.86056767777778 -9.86477363333333 -9.86179215555556 -9.6539546962963 -9.38614344074074 -9.85900801111111 -9.74459732592593 -9.92191529259259
"5" "10" -9.78403481818182 -9.19561843409091 -9.41271440454545 -9.91259485 -9.75410724090909 -9.59579657727273 -9.64311490454545 -9.41328663409091 -9.764306 -9.29895057954545 -9.58861164090909 -9.53681099545455 -9.50367548409091 -9.76445016590909 -9.69051030681818 -9.37264537954545 -9.37264537954545 -9.52058214545455 -9.20486810227273 -9.64409410454545 -9.82949246136364 -9.21860476590909 -9.38098683181818 -9.68612135909091 -9.44847393636364 -9.79428729090909 -9.32273942727273 -9.58399857954545 -9.58901257272727 -9.45048242954545 -9.52105964545455 -9.22961550454546 -9.65055815454545 2.76650300681818 -1.42732311818182 -2.34899378863636 9.54008785454545 0.778756565909091 3.22566284545455 7.21116204090909 2.07444671818182 -0.892483538636364 -3.20775251590909 -5.74257719318182 5.75078350454545 -5.04068398181818 -3.98165994090909 -5.14761787954545 -9.51988907954545 -9.51988907954545 -9.65163818409091 -9.29787259772727 -9.71637661590909 -9.70099814318182 -9.23378745227273 -9.55272383863636 -9.63565166136364 -9.42187760454545 -9.72241512272727 -9.24005912954545 -9.60323800909091 -9.50915730909091 -9.401101675 -9.51633690454545 -9.37786743409091 -9.65614081363636
"6" "10" -9.68283685 -9.46454302068966 -9.5947148637931 -9.54531941896552 -9.66701156034483 -9.59136467758621 -9.78007466724138 -9.66930793448276 -9.76256662586207 -9.61713199827586 -9.53660207586207 -9.71940597413793 -9.65900578103448 -9.66621040344828 -9.83949302758621 -9.40301654482759 -9.40301654482759 -9.67556980689655 -9.27471165517241 -9.59632931551724 -9.6796803862069 -9.55712783275862 -9.74928538275862 -9.78904364137931 -9.68120692241379 -9.78582339137931 -9.6454456637931 -9.53453496551724 -9.75298797068966 -9.44304974655172 -9.65377553448276 -9.33701315344828 -9.60772875517241 2.92108041724138 -1.77509123275862 -1.72362058965517 -4.53069737586207 -1.23780439655172 -0.31121624137931 6.99265502931034 2.57399301034483 -0.17603389137931 -2.05993059827586 -5.5331749362069 7.26117369655172 -5.89263844482759 -3.77865504655172 -5.15797459310345 -9.56781819655173 -9.56781819655173 -9.76234435172414 -9.37590998793103 -9.70830848965517 -9.6918420862069 -9.54341849137931 -9.64300845172414 -9.79014668793103 -9.68039173793103 -9.72592212931034 -9.53793912068966 -9.54670034482759 -9.69755777241379 -9.50848109137931 -9.68561121551724 -9.37692642586207 -9.60976821551724
"1" "11" -4.22842071864407 -0.251016898305085 -5.30626311355932 -9.8110101440678 -9.66240553559322 -9.60852684067797 -4.28516343559322 -3.32168041186441 -7.20654731186441 -5.96346930847458 -4.99625287288136 -4.34178202542373 -5.41616397118644 -7.37993755932203 -5.51079942542373 -4.87735915084746 -4.87735915084746 -4.03141284745763 -5.58362783220339 -7.53671416101695 -4.33703311525424 -2.22481142881356 -5.23093394915254 -4.5394304 -2.40507007288136 -7.47564612033898 -6.23150268983051 -4.53663184067797 -4.98554639491525 -5.84455992033898 -4.1744681559322 -5.9974543779661 -7.73574064745763 2.71821892881356 -3.05378737288136 -4.09248491694915 9.46468451355932 -2.12045870169492 5.31843753050847 1.22968632033898 0.238823489830508 0.117883784745763 -2.1136681220339 -3.43475472542373 3.00629771525424 -2.26139852881356 -0.37413843220339 -0.813252030508474 -2.88323472033898 -2.88323472033898 -4.02333202033898 -4.21801673559322 -6.3073270559322 -3.96533731864407 -1.12579897627119 -6.16402910169491 -4.53265268813559 -2.96967588474576 -6.9259387220339 -5.14753307627119 -5.93107398474576 -3.98293336610169 -4.58514062542373 -3.95116134237288 -6.10222628813559 -7.51914457457627
"2" "11" -2.52015675185185 -2.52103255185185 -2.18385148518519 -9.53463105740741 -9.24360832962963 -9.06933171111111 -4.52961683518518 -4.28119229814815 -7.85359167222222 -5.01331630185185 -2.8204453962963 -6.94658851666667 -6.60431336111111 -8.09459436666667 -7.77173388518518 -2.89592148148148 -2.89592148148148 -4.90485807222222 -3.77909862407407 -8.0112703962963 -2.19325527777778 -2.30327200740741 -3.25125990740741 -4.58255021296296 -4.37276328518518 -8.03845087037037 -5.17811645740741 -3.15401330555556 -7.29928728518519 -3.76027878888889 -5.13703461481481 -3.81223382777778 -8.22428718888889 2.92222537777778 -2.27921623888889 -4.40193928148148 8.92626155555556 -3.43576924814815 1.92305554259259 1.44357745925926 -0.799758722222222 0.116768333333333 -0.0616683444444445 -0.448204903703704 1.45718898518519 -0.481104075925926 -1.42676284444444 -1.84144486666667 -2.45230350925926 -2.45230350925926 -5.09587701296296 -2.64461031111111 -7.57314813888889 -3.55348902222222 -2.96324982777778 -5.51742083518519 -4.95927371666667 -4.55317917037037 -7.65387905555556 -4.71782782222222 -5.81167154444444 -6.74671878518518 -3.36061027407407 -4.75928501666667 -5.5009966 -7.95986113703704
"3" "11" 2.21126224130435 1.65497207391304 -3.24026938043478 -9.54497498695652 -9.26310469565217 -9.25814906086956 -2.20285351086957 -1.74914408043478 -5.79710482173913 -4.27672008478261 -4.95911719565217 -3.18959594782609 -5.3437494826087 -6.84593318695652 -4.80559152608696 2.55250794130435 2.55250794130435 -2.40479046956522 -3.49209924782609 -6.77750588478261 2.44510400869565 0.257879697826087 -3.48626581521739 -2.66468461086957 -2.13761124782609 -6.28902742826087 -4.5622346326087 -4.81127494565217 -3.97220471086957 -3.24903575434783 -1.57285780434783 -3.82770113695652 -7.14229669347826 2.91605631956522 -1.46437630217391 -4.01600085 9.41746406521739 -2.00321942608696 4.06021160434783 0.581712147826087 0.609092636956522 -0.38506942173913 -1.8149679326087 -0.527182247826087 0.732496765217391 0.407997234782609 -1.14922305434783 -0.693778843478261 2.51387642826087 2.51387642826087 -2.74172365 -2.51600844782609 -5.99294760652174 1.0073728 0.242496967391304 -3.77624755652174 -2.4451765673913 -2.82975183695652 -5.30225529130435 -3.36383284130435 -5.28254524130435 -2.73459111956522 2.39160901521739 -1.58623520652174 -4.56170108913043 -6.68340527608696
"4" "11" -9.82796562075472 -9.21402118113208 -9.68370181886792 -9.88069341132075 -9.49792572075472 -9.71661610754717 -9.80335163584906 -9.66766643396226 -9.83441609622641 -9.88164911509434 -9.82249040188679 -9.5284431245283 -9.90501518301887 -9.88554820188679 -9.81016044716981 -9.44581826415094 -9.44581826415094 -9.74511726792453 -9.59964488301887 -9.86256664716981 -9.83389810188679 -9.20047161698113 -9.67884390943396 -9.81607942075472 -9.68421475660377 -9.84349606792453 -9.8918951264151 -9.82137919056604 -9.56802766792453 -9.48521986037736 -9.72289134150943 -9.60711241886792 -9.85607229245283 2.76590197358491 -2.53787039622642 -1.90253676226415 8.71963798301887 2.37456033018868 4.08523363584906 7.25875232830189 1.21054018867925 0.334048969811321 -3.19536065660377 -6.57461106415094 4.78180676226415 -7.37732453962264 -4.07786481886792 -4.87292831320755 -9.61970763773585 -9.61970763773585 -9.7935563509434 -9.3490334 -9.89519031132076 -9.81481454339623 -9.34503182830189 -9.72855110377358 -9.80831750377359 -9.67454617735849 -9.81124861320755 -9.85106875471698 -9.8263664490566 -9.54453821132075 -9.53066009056604 -9.75315331509434 -9.69799951132075 -9.87255972641509
